"fem" "ment" "phd" "mar" "kid5" "art"
"569" "1" 15.000001 2.8699999 "1" 0 1
"570" "1" 3.999999 3.3599999 "0" 0 2
"571" "1" 1.9999999 3.3599999 "1" 2 0
"572" "1" 3 3.3599999 "0" 0 2
"573" "1" 6.9999995 3.3599999 "0" 0 0
"574" "1" 15.9999981 4.54 "1" 0 4
"575" "1" 48 4.54 "1" 2 2
"576" "1" 15.000001 4.54 "1" 0 5
"577" "1" 36.9999924 4.54 "0" 0 1
"578" "1" 9.999999 4.54 "1" 0 2
"579" "1" 13 4.54 "0" 0 2
"580" "1" 6.0000005 4.54 "1" 2 0
"581" "1" 13 0.755 "0" 0 0
"582" "1" 6.9999995 4.54 "1" 1 2
"583" "1" 9 4.54 "1" 0 2
"584" "1" 4.9999981 4.54 "0" 0 2
"585" "1" 15.000001 4.54 "0" 0 6
"586" "1" 3 4.54 "0" 0 3
"587" "1" 13.9999971 4.54 "0" 0 0
"588" "1" 1.9999999 1.28 "1" 0 1
"589" "1" 3.999999 1.28 "1" 0 4
"590" "1" 3.999999 1.28 "1" 0 0
"591" "1" 0 2.5 "1" 1 0
"592" "1" 47.0000076 3.8499999 "1" 2 2
"593" "1" 29 3.8499999 "1" 0 1
"594" "1" 0.9999999 3.8499999 "1" 1 5
"595" "1" 17.9999981 3.8499999 "0" 0 1
"596" "1" 13 2.05 "0" 0 1
"597" "1" 17 2.05 "0" 0 1
"598" "1" 1.9999999 2.05 "0" 0 2
"599" "1" 3.999999 1.78 "1" 0 4
"600" "1" 0.9999999 1.1799999 "1" 0 1
"601" "1" 3 1.52 "1" 0 0
"602" "1" 9 1.48 "1" 0 2
"603" "1" 12 4.29 "0" 0 0
"604" "1" 17 4.29 "0" 0 1
"605" "1" 4.9999981 4.29 "0" 0 3
"606" "1" 1.9999999 3.0899999 "1" 0 2
"607" "1" 0 3.0899999 "0" 0 2
"608" "1" 3 3.6199999 "0" 0 5
"609" "1" 6.9999995 3.6199999 "0" 0 0
"610" "1" 7.9999986 3.6199999 "0" 0 0
"611" "1" 0 4.29 "0" 0 0
"612" "1" 6.0000005 2.6099999 "1" 1 1
"613" "1" 6.9999995 2.6099999 "1" 0 1
"614" "1" 9 2.0999999 "0" 0 0
"615" "1" 7.9999986 2.96 "1" 0 2
"616" "1" 9.999999 2.3900001 "0" 0 0
"617" "1" 3 1.95 "1" 0 1
"618" "1" 13.9999971 3.4100001 "0" 0 2
"619" "1" 0.9999999 4.29 "0" 0 2
"620" "1" 10.9999971 3.5899999 "0" 0 2
"621" "1" 9.999999 4.6199999 "0" 0 1
"622" "1" 6.0000005 2.1400001 "0" 0 1
"623" "1" 10.9999971 2.8599999 "0" 0 0
"624" "1" 4.9999981 3.47 "0" 0 2
"625" "1" 13.9999971 4.6199999 "1" 1 3
"626" "1" 9 3.1900001 "1" 3 1
"627" "1" 0.9999999 2.51 "0" 0 1
"628" "1" 0 2.1199999 "0" 0 0
"629" "1" 3 3.1900001 "0" 0 0
"630" "1" 3.999999 1.74 "1" 1 2
"631" "1" 0 1.25 "1" 0 0
"632" "1" 6.9999995 3.6900001 "1" 0 0
"633" "1" 4.9999981 3.21 "0" 0 0
"634" "1" 15.000001 4.6199999 "1" 1 0
"635" "1" 24.0000019 2.8599999 "1" 0 5
"636" "1" 9 2.3900001 "1" 1 1
"637" "1" 0 1.1799999 "1" 0 3
"638" "1" 6.9999995 3.3599999 "0" 0 2
"639" "1" 7.9999986 1.97 "0" 0 2
"640" "1" 22 1.64 "1" 0 1
"641" "1" 6.9999995 3.9200001 "1" 0 2
"642" "1" 6.0000005 3.3199999 "0" 0 6
"643" "1" 6.0000005 2.5799999 "0" 0 5
"644" "1" 22.9999962 4.54 "0" 0 2
"645" "1" 1.9999999 2.3900001 "1" 0 0
"646" "1" 9 3.5899999 "0" 0 4
"647" "1" 6.9999995 3.6900001 "0" 0 2
"648" "1" 9.999999 3.1900001 "0" 0 2
"649" "1" 3.999999 2.3199999 "0" 0 2
"650" "1" 10.9999971 3.47 "1" 1 2
"651" "1" 3.999999 3.6900001 "0" 0 2
"652" "1" 4.9999981 2.3199999 "1" 1 3
"653" "1" 10.9999971 3.1900001 "0" 0 1
"654" "1" 19.0000019 4.54 "0" 0 1
"655" "1" 3 3.3599999 "1" 1 0
"656" "1" 4.9999981 2.5799999 "1" 0 2
"657" "1" 6.9999995 3.21 "1" 1 2
"658" "1" 3 1.4 "0" 0 1
"659" "1" 9.999999 2.5 "0" 0 4
"660" "1" 0 3.1900001 "1" 2 0
"661" "1" 3 3.3599999 "0" 0 0
"662" "1" 9 3.1500001 "0" 0 6
"663" "1" 6.9999995 1.45 "1" 0 2
"664" "1" 6.9999995 2.8599999 "1" 2 1
"665" "1" 48.9999924 4.6199999 "1" 1 3
"666" "1" 1.9999999 3.6900001 "1" 0 0
"667" "1" 19.0000019 2.96 "1" 0 1
"668" "1" 12 3.0899999 "1" 1 1
"669" "1" 0.9999999 3.0899999 "0" 0 0
"670" "1" 12 4.6199999 "0" 0 2
"671" "1" 13 2.8599999 "1" 0 0
"672" "1" 1.9999999 3.21 "0" 0 0
"673" "1" 3 2.8299999 "1" 0 2
"674" "1" 22 4.29 "0" 0 1
"675" "1" 35.0000076 4.29 "0" 0 0
"676" "1" 0.9999999 3.0899999 "1" 0 2
"677" "1" 3.999999 3.6900001 "0" 0 0
"678" "1" 0.9999999 1.79 "1" 0 0
"679" "1" 1.9999999 3.3599999 "1" 1 0
"680" "1" 13.9999971 2.5799999 "1" 0 4
"681" "1" 24.0000019 3.75 "0" 0 1
"682" "1" 4.9999981 3.1900001 "0" 0 2
"683" "1" 0.9999999 2.0999999 "0" 0 0
"684" "1" 7.9999986 3.5899999 "1" 1 0
"685" "1" 0.9999999 3.9200001 "0" 0 0
"686" "1" 24.0000019 3.3199999 "1" 1 1
"687" "1" 1.9999999 2 "0" 0 0
"688" "1" 1.9999999 3.47 "1" 0 0
"689" "1" 13.9999971 3.21 "1" 0 4
"690" "1" 4.9999981 2.05 "0" 0 3
"691" "1" 0.9999999 2.52 "0" 0 0
"692" "1" 6.9999995 3.1500001 "1" 0 0
"693" "1" 38.0000038 1.86 "1" 2 6
"694" "1" 3 2.8599999 "0" 0 2
"695" "1" 3.999999 4.29 "1" 1 4
"696" "1" 0 1.255 "1" 2 0
"697" "1" 19.0000019 3.21 "1" 0 5
"698" "1" 4.9999981 2.3199999 "1" 1 1
"699" "1" 3 3.1900001 "0" 0 4
"700" "1" 1.9999999 3.1900001 "1" 0 1
"701" "1" 10.9999971 3.3599999 "1" 0 3
"702" "1" 13.9999971 3.54 "1" 1 1
"703" "1" 6.0000005 1.86 "1" 0 0
"704" "1" 13 1.505 "0" 0 0
"705" "1" 6.9999995 2.3900001 "1" 0 1
"706" "1" 10.9999971 4.29 "1" 1 2
"707" "1" 9 2 "1" 1 0
"708" "1" 3.999999 3.9200001 "0" 0 1
"709" "1" 6.0000005 4.29 "1" 0 2
"710" "1" 6.0000005 3.3599999 "0" 0 1
"711" "1" 13.9999971 4.6199999 "1" 0 3
"712" "1" 6.0000005 2 "0" 0 1
"713" "1" 4.9999981 3.5899999 "1" 0 2
"714" "1" 6.0000005 2.8699999 "0" 0 1
"715" "1" 3.999999 2.96 "0" 0 0
"716" "1" 10.9999971 3.47 "1" 0 0
"717" "1" 7.9999986 3.1900001 "1" 0 4
"718" "1" 3 2.8599999 "1" 1 0
"719" "1" 15.9999981 2.52 "1" 0 2
"720" "1" 6.0000005 4.29 "0" 0 1
"721" "1" 0 1.255 "0" 0 1
"722" "1" 1.9999999 1.83 "1" 0 0
"723" "1" 12 4.29 "0" 0 3
"724" "1" 7.9999986 2.96 "1" 0 0
"725" "1" 0.9999999 2.3199999 "1" 0 1
"726" "1" 10.9999971 1.22 "1" 1 0
"727" "1" 10.9999971 4.29 "1" 0 1
"728" "1" 1.9999999 4.25 "0" 0 1
"729" "1" 36 2.55 "0" 0 2
"730" "1" 10.9999971 1.95 "1" 0 1
"731" "1" 1.9999999 3.6900001 "0" 0 0
"732" "1" 25 4.29 "0" 0 1
"733" "1" 4.9999981 3.1900001 "1" 0 2
"734" "1" 12 3.54 "1" 1 4
"735" "1" 4.9999981 3.54 "1" 0 4
"736" "1" 7.9999986 3.54 "1" 1 0
"737" "1" 0.9999999 1.86 "1" 1 3
"738" "1" 3 4.6199999 "0" 0 4
"739" "1" 15.9999981 4.6199999 "1" 0 1
"740" "1" 9.999999 4.6199999 "1" 0 3
"741" "1" 13 4.54 "1" 0 1
"742" "1" 0.9999999 3.47 "1" 0 0
"743" "1" 15.9999981 2.8599999 "0" 0 0
"744" "1" 6.9999995 2 "1" 0 0
"745" "1" 1.9999999 2 "0" 0 0
"746" "1" 3 2.6099999 "1" 0 0
"747" "1" 6.0000005 2.05 "0" 0 0
"748" "1" 6.0000005 2.05 "0" 0 0
"749" "1" 4.9999981 3.54 "0" 0 0
"750" "1" 0 0.92 "1" 0 2
"751" "1" 0 1.79 "1" 0 0
"752" "1" 6.0000005 2 "1" 0 0
"753" "1" 7.9999986 3.1500001 "0" 0 4
"754" "1" 15.9999981 2.26 "1" 0 5
"755" "1" 3.999999 2.26 "0" 0 1
"756" "1" 0.9999999 4.29 "1" 0 6
"757" "1" 21 4.29 "1" 0 1
"758" "1" 9 4.54 "0" 0 1
"759" "1" 3 3.3599999 "1" 1 0
"760" "1" 1.9999999 2.52 "0" 0 0
"761" "1" 9.999999 4.29 "0" 0 3
"762" "1" 9 4.29 "0" 0 0
"763" "1" 12 4.54 "0" 0 2
"764" "1" 0 2.5 "0" 0 0
"765" "1" 1.9999999 2.76 "0" 0 1
"766" "1" 0 2.55 "1" 1 0
"767" "1" 0 4.6199999 "1" 0 0
"768" "1" 6.0000005 1.63 "0" 0 2
"769" "1" 3 3.47 "1" 0 1
"770" "1" 30.9999886 3.4100001 "1" 0 2
"771" "1" 0.9999999 4.29 "0" 0 0
"772" "1" 6.9999995 2.96 "1" 0 0
"773" "1" 0 4.6199999 "1" 0 5
"774" "1" 12 3.5899999 "1" 0 0
"775" "1" 12 3.6900001 "1" 0 3
"776" "1" 1.9999999 4.54 "1" 0 1
"777" "1" 10.9999971 3.3399999 "0" 0 4
"778" "1" 1.9999999 2.51 "1" 1 4
"779" "1" 3.999999 3.1500001 "1" 0 3
"780" "1" 3 3.1900001 "1" 0 1
"781" "1" 17.9999981 3.1900001 "0" 0 1
"782" "1" 1.9999999 3.8499999 "0" 0 1
"783" "1" 3.999999 3.3399999 "1" 1 2
"784" "1" 15.000001 4.29 "0" 0 2
"785" "1" 3.999999 4.29 "0" 0 2
"786" "1" 21 4.29 "0" 0 2
"787" "1" 3.999999 4.29 "1" 1 0
"788" "1" 0 2.96 "1" 0 0
"789" "1" 0.9999999 1.78 "1" 0 0
"790" "1" 17 3.54 "1" 2 1
"791" "1" 3 3.6900001 "1" 0 0
"792" "1" 1.9999999 3.3599999 "0" 0 3
"793" "1" 1.9999999 3.54 "1" 0 0
"794" "1" 0.9999999 3.54 "1" 1 0
"795" "1" 3 1.22 "1" 1 3
"796" "1" 3.999999 3.3599999 "0" 0 1
"797" "1" 1.9999999 2.21 "0" 0 1
"798" "1" 3.999999 2.25 "0" 0 1
"799" "1" 17 4.6199999 "1" 1 2
"800" "1" 4.9999981 3.5899999 "1" 0 1
"801" "1" 0.9999999 4.29 "1" 0 0
"802" "1" 1.9999999 2.1199999 "0" 0 2
"803" "1" 3 2.26 "0" 0 2
"804" "1" 3 2.26 "1" 0 4
"805" "1" 4.9999981 4.29 "0" 0 0
"806" "1" 3 3.5899999 "1" 1 3
"807" "1" 13 4.29 "1" 2 1
"808" "1" 1.9999999 2 "0" 0 1
"809" "1" 0 1.97 "1" 2 0
"810" "1" 7.9999986 3.9200001 "1" 0 0
"811" "1" 39 2.8599999 "0" 0 4
"812" "1" 26 2.8299999 "0" 0 2
"813" "1" 3 3.3599999 "1" 1 3
"814" "1" 22.9999962 2.5599999 "0" 0 4
"815" "1" 7.9999986 1.63 "0" 0 1
"816" "1" 22 4.6199999 "0" 0 3
"817" "1" 4.9999981 4.6199999 "0" 0 1
"818" "1" 21 4.29 "1" 0 3
"819" "1" 6.0000005 4.29 "1" 1 0
"820" "1" 3.999999 4.29 "1" 1 2
"821" "1" 24.0000019 4.29 "1" 0 6
"822" "1" 6.0000005 4.29 "1" 0 1
"823" "1" 33.9999924 3.3599999 "0" 0 1
"824" "1" 0 3.21 "0" 0 2
"825" "1" 9.999999 2 "0" 0 1
"826" "1" 1.9999999 3.21 "1" 2 2
"827" "1" 3 2.5799999 "1" 2 2
"828" "1" 3 2.5799999 "1" 0 0
"829" "1" 0.9999999 2.8299999 "0" 0 0
"830" "1" 6.0000005 3.1900001 "0" 0 1
"831" "1" 3 3.47 "0" 0 1
"832" "1" 22.9999962 4.6199999 "1" 0 2
"833" "1" 13 4.25 "1" 0 4
"834" "1" 4.9999981 1.86 "1" 0 2
"835" "1" 9 4.29 "1" 1 0
"836" "1" 9 3.3599999 "0" 0 0
"837" "1" 9.999999 1.8 "1" 0 2
"838" "1" 0 1.655 "0" 0 1
"839" "1" 6.0000005 2.8599999 "0" 0 0
"840" "1" 13.9999971 4.6199999 "0" 0 2
"841" "1" 3 4.29 "0" 0 0
"842" "1" 4.9999981 2.3599999 "1" 0 4
"843" "1" 10.9999971 1.8099999 "1" 0 1
"844" "1" 32.0000114 3.5899999 "1" 0 1
"845" "1" 9.999999 1.76 "0" 0 0
"846" "1" 4.9999981 2 "1" 0 1
"847" "1" 13.9999971 3.5899999 "0" 0 5
"848" "1" 6.0000005 2.26 "1" 0 3
"849" "1" 3.999999 2.26 "0" 0 1
"850" "1" 3.999999 1.76 "1" 1 1
"851" "1" 0.9999999 3.5899999 "1" 0 1
"852" "1" 0.9999999 3.5899999 "1" 0 0
"853" "1" 4.9999981 2.8299999 "1" 1 1
"854" "1" 1.9999999 2.5799999 "0" 0 1
"855" "1" 17.9999981 4.6199999 "1" 0 1
"856" "1" 15.000001 2.3199999 "0" 0 1
"857" "1" 0 2.3900001 "1" 0 0
"858" "1" 22 2.96 "1" 0 3
"859" "1" 10.9999971 2.1199999 "0" 0 0
"860" "1" 17.9999981 4.6199999 "1" 0 1
"861" "1" 3 2.25 "1" 0 1
"862" "1" 7.9999986 1.76 "1" 0 1
"863" "1" 12 4.54 "0" 0 6
"864" "1" 9.999999 3.6900001 "1" 1 2
"865" "1" 1.9999999 1.25 "0" 0 0
"866" "1" 4.9999981 1.25 "1" 0 1
"867" "1" 3.999999 3.1900001 "1" 0 0
"868" "1" 0 2.5799999 "1" 2 0
"869" "1" 6.9999995 2 "1" 1 2
"870" "1" 0.9999999 2.76 "0" 0 0
"871" "1" 3.999999 2.54 "0" 0 2
"872" "1" 0 3.1900001 "0" 0 0
"873" "1" 9 3.0899999 "1" 2 1
"874" "1" 3.999999 3.1900001 "0" 0 2
"875" "1" 0 3.0899999 "0" 0 0
"876" "1" 7.9999986 2.26 "0" 0 2
"877" "1" 9 2.26 "1" 1 1
"878" "1" 7.9999986 3.3599999 "1" 0 2
"879" "1" 9 3.1500001 "1" 0 1
"880" "1" 3.999999 4.54 "1" 0 0
"881" "1" 0 3.5899999 "1" 0 2
"882" "1" 3 3.47 "1" 0 1
"883" "1" 1.9999999 2.8599999 "1" 1 1
"884" "1" 6.0000005 2.26 "1" 0 0
"885" "1" 3.999999 3.47 "1" 1 2
"886" "1" 0 2.76 "1" 0 0
"887" "1" 1.9999999 3.5899999 "1" 2 0
"888" "1" 13 3.75 "0" 0 5
"889" "1" 1.9999999 2.5799999 "1" 2 1
"890" "1" 1.9999999 3.5899999 "1" 1 2
"891" "1" 15.9999981 1.89 "1" 2 3
"892" "1" 9 3.1500001 "0" 0 7
"893" "1" 12 2.8699999 "0" 0 5
"894" "1" 0.9999999 2.1199999 "1" 2 0
"895" "1" 3.999999 4.6199999 "1" 0 1
"896" "1" 0 2.3900001 "0" 0 0
"897" "1" 10.9999971 2.1199999 "0" 0 0
"898" "1" 4.9999981 1.8099999 "1" 0 0
"899" "1" 7.9999986 2.3199999 "0" 0 4
"900" "1" 15.000001 2.3900001 "0" 0 0
"901" "1" 6.0000005 3.75 "1" 0 3
"902" "1" 0 2 "0" 0 0
"903" "1" 13.9999971 3.5899999 "1" 1 0
"904" "1" 4.9999981 4.29 "0" 0 2
"905" "1" 0 2.5799999 "1" 0 0
"906" "1" 4.9999981 4.6199999 "1" 0 0
"907" "1" 3 1.505 "0" 0 0
"908" "1" 3.999999 3.75 "1" 0 2
"909" "1" 3.999999 3.75 "1" 2 0
"910" "1" 0 1.75 "1" 0 1
"911" "1" 0 2.1199999 "1" 0 1
"912" "1" 4.9999981 3.75 "0" 0 2
"913" "1" 0 0.755 "0" 0 0
"914" "1" 6.9999995 2.25 "0" 0 1
"915" "1" 3 3.1900001 "0" 0 1
